Date,Index
1997-06-18T00:00:00Z,7718.71
1997-06-19T00:00:00Z,7777.06
1997-06-20T00:00:00Z,7796.51
1997-06-23T00:00:00Z,7604.26
1997-06-24T00:00:00Z,7758.06
1997-06-25T00:00:00Z,7689.98
1997-06-26T00:00:00Z,7654.25
1997-06-27T00:00:00Z,7687.72
1997-06-30T00:00:00Z,7672.79
1997-07-01T00:00:00Z,7722.33
1997-07-02T00:00:00Z,7795.38
1997-07-03T00:00:00Z,7895.81
1997-07-04T00:00:00Z,7895.81
1997-07-07T00:00:00Z,7858.49
1997-07-08T00:00:00Z,7962.31
1997-07-09T00:00:00Z,7842.43
1997-07-10T00:00:00Z,7886.76
1997-07-11T00:00:00Z,7921.82
1997-07-14T00:00:00Z,7922.98
1997-07-15T00:00:00Z,7975.71
1997-07-16T00:00:00Z,8038.88
1997-07-17T00:00:00Z,8020.77
1997-07-18T00:00:00Z,7890.46
1997-07-21T00:00:00Z,7906.72
1997-07-22T00:00:00Z,8061.65
1997-07-23T00:00:00Z,8088.36
1997-07-24T00:00:00Z,8116.93
1997-07-25T00:00:00Z,8113.44
1997-07-28T00:00:00Z,8121.11
1997-07-29T00:00:00Z,8174.53
1997-07-30T00:00:00Z,8254.89
1997-07-31T00:00:00Z,8222.61
1997-08-01T00:00:00Z,8194.04
1997-08-04T00:00:00Z,8198.45
1997-08-05T00:00:00Z,8187.54
1997-08-06T00:00:00Z,8259.31
1997-08-07T00:00:00Z,8188
1997-08-08T00:00:00Z,8031.22
1997-08-11T00:00:00Z,8062.11
1997-08-12T00:00:00Z,7960.84
1997-08-13T00:00:00Z,7928.32
1997-08-14T00:00:00Z,7942.03
1997-08-15T00:00:00Z,7694.66
1997-08-18T00:00:00Z,7803.36
1997-08-19T00:00:00Z,7918.1
1997-08-20T00:00:00Z,8021.23
1997-08-21T00:00:00Z,7893.95
1997-08-22T00:00:00Z,7887.91
1997-08-25T00:00:00Z,7859.57
1997-08-26T00:00:00Z,7782.22
1997-08-27T00:00:00Z,7787.33
1997-08-28T00:00:00Z,7694.43
1997-08-29T00:00:00Z,7622.42
1997-09-01T00:00:00Z,7622.42
1997-09-02T00:00:00Z,7879.78
1997-09-03T00:00:00Z,7894.64
1997-09-04T00:00:00Z,7867.24
1997-09-05T00:00:00Z,7822.41
1997-09-08T00:00:00Z,7835.18
1997-09-09T00:00:00Z,7851.91
1997-09-10T00:00:00Z,7719.28
1997-09-11T00:00:00Z,7660.98
1997-09-12T00:00:00Z,7742.97
1997-09-15T00:00:00Z,7721.14
1997-09-16T00:00:00Z,7895.92
1997-09-17T00:00:00Z,7886.44
1997-09-18T00:00:00Z,7922.72
1997-09-19T00:00:00Z,7917.27
1997-09-22T00:00:00Z,7996.83
1997-09-23T00:00:00Z,7970.06
1997-09-24T00:00:00Z,7906.71
1997-09-25T00:00:00Z,7848.01
1997-09-26T00:00:00Z,7922.18
1997-09-29T00:00:00Z,7991.43
1997-09-30T00:00:00Z,7945.26
1997-10-01T00:00:00Z,8015.5
1997-10-02T00:00:00Z,8027.53
1997-10-03T00:00:00Z,8038.58
1997-10-06T00:00:00Z,8100.22
1997-10-07T00:00:00Z,8178.31
1997-10-08T00:00:00Z,8095.06
1997-10-09T00:00:00Z,8061.42
1997-10-10T00:00:00Z,8045.21
1997-10-13T00:00:00Z,8072.22
1997-10-14T00:00:00Z,8096.29
1997-10-15T00:00:00Z,8057.98
1997-10-16T00:00:00Z,7938.88
1997-10-17T00:00:00Z,7847.03
1997-10-20T00:00:00Z,7921.44
1997-10-21T00:00:00Z,8060.44
1997-10-22T00:00:00Z,8034.65
1997-10-23T00:00:00Z,7847.77
1997-10-24T00:00:00Z,7715.41
1997-10-27T00:00:00Z,7161.15
1997-10-28T00:00:00Z,7498.32
1997-10-29T00:00:00Z,7506.67
1997-10-30T00:00:00Z,7381.67
1997-10-31T00:00:00Z,7442.08
1997-11-03T00:00:00Z,7674.39
1997-11-04T00:00:00Z,7689.13
1997-11-05T00:00:00Z,7692.57
1997-11-06T00:00:00Z,7683.24
1997-11-07T00:00:00Z,7581.32
1997-11-10T00:00:00Z,7552.59
1997-11-11T00:00:00Z,7558.73
1997-11-12T00:00:00Z,7401.32
1997-11-13T00:00:00Z,7487.76
1997-11-14T00:00:00Z,7572.48
1997-11-17T00:00:00Z,7698.22
1997-11-18T00:00:00Z,7650.82
1997-11-19T00:00:00Z,7724.74
1997-11-20T00:00:00Z,7826.61
1997-11-21T00:00:00Z,7881.07
1997-11-24T00:00:00Z,7767.92
1997-11-25T00:00:00Z,7808.95
1997-11-26T00:00:00Z,7794.78
1997-11-27T00:00:00Z,7794.78
1997-11-28T00:00:00Z,7823.13
1997-12-01T00:00:00Z,8013.11
1997-12-02T00:00:00Z,8018.83
1997-12-03T00:00:00Z,8032.01
1997-12-04T00:00:00Z,8050.16
1997-12-05T00:00:00Z,8149.13
1997-12-08T00:00:00Z,8110.84
1997-12-09T00:00:00Z,8049.66
1997-12-10T00:00:00Z,7978.79
1997-12-11T00:00:00Z,7848.99
1997-12-12T00:00:00Z,7838.3
1997-12-15T00:00:00Z,7922.59
1997-12-16T00:00:00Z,7976.31
1997-12-17T00:00:00Z,7957.41
1997-12-18T00:00:00Z,7846.5
1997-12-19T00:00:00Z,7756.29
1997-12-22T00:00:00Z,7819.31
1997-12-23T00:00:00Z,7691.77
1997-12-24T00:00:00Z,7660.13
1997-12-25T00:00:00Z,7660.13
1997-12-26T00:00:00Z,7679.31
1997-12-29T00:00:00Z,7792.41
1997-12-30T00:00:00Z,7915.97
1997-12-31T00:00:00Z,7908.25
1998-01-01T00:00:00Z,7908.25
1998-01-02T00:00:00Z,7965.04
1998-01-05T00:00:00Z,7978.99
1998-01-06T00:00:00Z,7906.25
1998-01-07T00:00:00Z,7902.27
1998-01-08T00:00:00Z,7802.62
1998-01-09T00:00:00Z,7580.42
1998-01-12T00:00:00Z,7647.18
1998-01-13T00:00:00Z,7732.13
1998-01-14T00:00:00Z,7784.69
1998-01-15T00:00:00Z,7691.77
1998-01-16T00:00:00Z,7753.55
1998-01-19T00:00:00Z,7753.55
1998-01-20T00:00:00Z,7873.12
1998-01-21T00:00:00Z,7794.4
1998-01-22T00:00:00Z,7730.88
1998-01-23T00:00:00Z,7700.74
1998-01-26T00:00:00Z,7712.94
1998-01-27T00:00:00Z,7815.08
1998-01-28T00:00:00Z,7915.47
1998-01-29T00:00:00Z,7973.02
1998-01-30T00:00:00Z,7906.5
1998-02-02T00:00:00Z,8107.78
1998-02-03T00:00:00Z,8160.35
1998-02-04T00:00:00Z,8129.71
1998-02-05T00:00:00Z,8117.25
1998-02-06T00:00:00Z,8189.49
1998-02-09T00:00:00Z,8180.52
1998-02-10T00:00:00Z,8295.61
1998-02-11T00:00:00Z,8314.55
1998-02-12T00:00:00Z,8369.6
1998-02-13T00:00:00Z,8370.1
1998-02-16T00:00:00Z,8370.1
1998-02-17T00:00:00Z,8398.5
1998-02-18T00:00:00Z,8451.06
1998-02-19T00:00:00Z,8375.58
1998-02-20T00:00:00Z,8413.94
1998-02-23T00:00:00Z,8410.2
1998-02-24T00:00:00Z,8370.1
1998-02-25T00:00:00Z,8457.78
1998-02-26T00:00:00Z,8490.67
1998-02-27T00:00:00Z,8545.72
1998-03-02T00:00:00Z,8550.45
1998-03-03T00:00:00Z,8584.83
1998-03-04T00:00:00Z,8539.24
1998-03-05T00:00:00Z,8444.33
1998-03-06T00:00:00Z,8569.39
1998-03-09T00:00:00Z,8567.14
1998-03-10T00:00:00Z,8643.12
1998-03-11T00:00:00Z,8675.75
1998-03-12T00:00:00Z,8659.56
1998-03-13T00:00:00Z,8602.52
1998-03-16T00:00:00Z,8718.85
1998-03-17T00:00:00Z,8749.99
1998-03-18T00:00:00Z,8775.4
1998-03-19T00:00:00Z,8803.05
1998-03-20T00:00:00Z,8906.43
1998-03-23T00:00:00Z,8816.25
1998-03-24T00:00:00Z,8904.44
1998-03-25T00:00:00Z,8872.8
1998-03-26T00:00:00Z,8846.89
1998-03-27T00:00:00Z,8796.08
1998-03-30T00:00:00Z,8782.12
1998-03-31T00:00:00Z,8799.81
1998-04-01T00:00:00Z,8868.32
1998-04-02T00:00:00Z,8986.64
1998-04-03T00:00:00Z,8983.41
1998-04-06T00:00:00Z,9033.23
1998-04-07T00:00:00Z,8956.5
1998-04-08T00:00:00Z,8891.48
1998-04-09T00:00:00Z,8994.86
1998-04-10T00:00:00Z,8994.86
1998-04-13T00:00:00Z,9012.3
1998-04-14T00:00:00Z,9110.2
1998-04-15T00:00:00Z,9162.27
1998-04-16T00:00:00Z,9076.57
1998-04-17T00:00:00Z,9167.5
1998-04-20T00:00:00Z,9141.84
1998-04-21T00:00:00Z,9184.94
1998-04-22T00:00:00Z,9176.72
1998-04-23T00:00:00Z,9143.33
1998-04-24T00:00:00Z,9064.62
1998-04-27T00:00:00Z,8917.64
1998-04-28T00:00:00Z,8898.96
1998-04-29T00:00:00Z,8951.52
1998-04-30T00:00:00Z,9063.37
1998-05-01T00:00:00Z,9147.07
1998-05-04T00:00:00Z,9192.66
1998-05-05T00:00:00Z,9147.57
1998-05-06T00:00:00Z,9054.65
1998-05-07T00:00:00Z,8976.68
1998-05-08T00:00:00Z,9055.15
1998-05-11T00:00:00Z,9091.52
1998-05-12T00:00:00Z,9161.77
1998-05-13T00:00:00Z,9211.84
1998-05-14T00:00:00Z,9172.23
1998-05-15T00:00:00Z,9096
